,Alimento,Descricao,Grupo,Calorias,Carboidratos,Proteinas,Gorduras,FonteDeCarboidratos,IG
1670,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments and vegetables",Fast Foods,207,16.81,11.59,10.36,1,35.0
1671,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments, vegetables and mayonnaise",Fast Foods,268,17.73,13.69,15.8,1,35.0
1672,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with ham, condiments and vegetables",Fast Foods,286,13.01,15.55,18.97,0,35.0
1673,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, large, triple patty, plain",Fast Foods,310,16.16,18.2,19.17,0,35.0
1674,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments",Fast Foods,282,17.97,16.24,16.18,1,35.0
1675,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments and vegetables",Fast Foods,285,23.3,13.04,15.47,1,35.0
1676,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, plain",Fast Foods,308,20.8,17.16,17.4,1,35.0
1677,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments",Fast Foods,282,17.97,16.24,16.18,1,35.0
1678,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and special sauce",Fast Foods,261,21.53,11.94,14.1,1,35.0
1679,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and vegetables",Fast Foods,251,21.2,12.8,12.7,1,35.0
1680,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, plain",Fast Foods,308,28.03,16.51,14.72,1,35.0
1681,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments",Fast Foods,270,25.46,13.49,12.9,1,35.0
1682,Fast foods,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments and vegetables",Fast Foods,254,24.97,13.06,11.5,1,35.0
1683,Fast foods,"Fast foods, sandwiches and burgers, chicken fillet sandwich, plain",Fast Foods,283,21.26,13.25,16.18,1,35.0
1684,Fast foods,"Fast foods, sandwiches and burgers, crispy chicken fillet sandwich, with lettuce tomato and mayonnaise",Fast Foods,276,27.4,10.94,13.59,1,35.0
1685,Fast foods,"Fast foods, sandwiches and burgers, donair or gyro sandwich",Fast Foods,171,19.058,12.76,4.398,1,35.0
1686,Fast foods,"Fast foods, sandwiches and burgers, egg and cheese sandwich",Fast Foods,233,17.76,10.69,13.3,1,35.0
1687,Fast foods,"Fast foods, sandwiches and burgers, fish sandwich with tartar sauce",Fast Foods,257,26.69,10.29,12.45,1,35.0
1688,Fast foods,"Fast foods, sandwiches and burgers, fish sandwich with tartar sauce and cheese",Fast Foods,279,26.39,11.26,14.64,1,35.0
1689,Fast foods,"Fast foods, sandwiches and burgers, grilled chicken sandwich with lettuce, tomato and spread",Fast Foods,182,16.78,17.34,4.57,0,35.0
1690,Fast foods,"Fast foods, sandwiches and burgers, ham and cheese sandwich",Fast Foods,241,22.84,14.17,10.6,1,35.0
1691,Fast foods,"Fast foods, sandwiches and burgers, ham, egg and cheese sandwich",Fast Foods,243,21.64,13.46,11.4,1,35.0
1692,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments and vegetables",Fast Foods,239,17.82,15.17,11.75,1,35.0
1693,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments, vegetables and mayonnaise",Fast Foods,252,13.74,13.94,15.66,0,35.0
1694,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, single patty with condiments and vegetables",Fast Foods,235,18.35,11.85,12.55,1,35.0
1695,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, single patty, plain",Fast Foods,311,23.16,16.51,16.73,1,35.0
1696,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments",Fast Foods,256,22.14,15.68,11.6,1,35.0
1697,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments and vegetables",Fast Foods,197,17.44,11.25,9.11,1,35.0
1698,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, single patty, with condiments, vegetables and mayonnaise",Fast Foods,226,17.33,11.34,12.37,1,35.0
1699,Fast foods,"Fast foods, sandwiches and burgers, hamburger, large, triple patty, with condiments",Fast Foods,267,11.04,19.3,16.01,0,35.0
1700,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, double patty, plain",Fast Foods,295,24.1,17.08,14.36,1,35.0
1701,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, double patty, with condiments",Fast Foods,268,18.02,14.8,15.1,1,35.0
1702,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, plain",Fast Foods,297,31.5,16.52,12.01,1,35.0
1703,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments",Fast Foods,263,29.57,13.3,10.18,1,35.0
1704,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and special sauce",Fast Foods,259,22.69,12.17,13.3,1,35.0
1705,Fast foods,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and vegetables",Fast Foods,254,24.81,11.74,12.25,1,35.0
1706,Fast foods,"Fast foods, sandwiches and burgers, roast beef sandwich with cheese",Fast Foods,269,25.78,18.31,10.23,1,35.0
1707,Fast foods,"Fast foods, sandwiches and burgers, roast beef sandwich, plain",Fast Foods,249,24.06,15.47,9.9,1,35.0
1708,Fast foods,"Fast foods, sandwiches and burgers, steak sandwich",Fast Foods,225,25.47,14.87,6.9,1,35.0
1709,Fast foods,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with coldcuts, lettuce and tomatoes",Fast Foods,213,20.43,10.52,10.04,1,35.0
1710,Fast foods,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with roast beef, lettuce and tomatoes",Fast Foods,156,20.34,12.17,2.73,1,35.0
1711,Fast foods,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with turkey",Fast Foods,180,19.703,9.84,6.792999999999999,1,35.0
1712,Fast foods,"Fast foods, sandwiches and burgers, submarine sandwich on white bread, vegetarian, with vegetables only",Fast Foods,179,22.83,3.576,8.361,1,35.0
1713,Fast foods,"Fast foods, sandwiches and burgers, submarine sandwich on white bread, with tuna salad, lettuce and tomatoes",Fast Foods,218,15.95,12.33,12.04,1,35.0
1714,Fast foods,"Fast foods, side dish, coleslaw",Fast Foods,153,14.89,0.95,9.91,1,35.0
1715,Fast foods,"Fast foods, side dish, corn on the cob with butter",Fast Foods,106,21.88,3.06,2.35,1,35.0
1716,Fast foods,"Fast foods, side dish, hush puppies",Fast Foods,296,40.21,6.16,13.25,1,35.0
1717,Fast foods,"Fast foods, side dish, onion rings, breaded and fried",Fast Foods,411,43.58,3.86,25.23,1,35.0
1718,Fast foods,"Fast foods, side dish, potato salad",Fast Foods,114,13.53,1.53,6.03,1,35.0
1719,Fast foods,"Fast foods, side dish, potato, baked, topped with cheese sauce",Fast Foods,168,17.88,4.94,9.71,1,35.0
1720,Fast foods,"Fast foods, side dish, potato, baked, topped with cheese sauce and bacon",Fast Foods,163,18.44,6.16,8.66,1,35.0
1721,Fast foods,"Fast foods, side dish, potato, baked, topped with cheese sauce and broccoli",Fast Foods,133,18.0,4.03,6.32,1,35.0
1722,Fast foods,"Fast foods, side dish, potato, baked, topped with cheese sauce and chili",Fast Foods,131,16.72,5.88,5.53,1,35.0
1723,Fast foods,"Fast foods, side dish, potato, baked, topped with sour cream and chives",Fast Foods,141,19.53,2.21,7.39,1,35.0
1724,Fast foods,"Fast foods, side dish, potato, french-fried in beef tallow",Fast Foods,312,38.57,3.99,16.09,1,35.0
1725,Fast foods,"Fast foods, side dish, potato, french-fried in beef tallow and vegetable oil",Fast Foods,311,38.57,3.99,16.09,1,35.0
1726,Fast foods,"Fast foods, side dish, potato, french-fried in vegetable oil",Fast Foods,312,41.44,3.43,14.73,1,35.0
1727,Fast foods,"Fast foods, side dish, potato, mashed",Fast Foods,89,14.65,1.65,2.82,1,35.0
1728,Pizza,"Pizza, cheese, thin crust, frozen, cooked",Fast Foods,263,28.8,11.91,11.07,1,51.0
1729,Salad,"Salad, grape and apple with yogourt and candied walnuts",Fast Foods,117,15.73,2.15,5.05,1,64.0
1730,Animal fat,"Animal fat, bacon grease",Fats and Oils,897,0.0,0.0,99.5,0,
1731,Animal fat,"Animal fat, beef tallow",Fats and Oils,902,0.0,0.0,100.0,0,
1732,Animal fat,"Animal fat, chicken",Fats and Oils,901,0.0,0.0,99.8,0,
1733,Animal fat,"Animal fat, duck",Fats and Oils,883,0.0,0.0,99.8,0,
1734,Animal fat,"Animal fat, goose",Fats and Oils,901,0.0,0.0,99.8,0,
1735,Animal fat,"Animal fat, lard (pork)",Fats and Oils,902,0.0,0.0,100.0,0,
1736,Animal fat,"Animal fat, mutton tallow",Fats and Oils,902,0.0,0.0,100.0,0,
1737,Animal fat,"Animal fat, native, bearded seal, oil (oogruk oil)",Fats and Oils,899,0.0,0.56,99.6,0,
1738,Animal fat,"Animal fat, native, beluga oil",Fats and Oils,890,0.0,0.3,98.0,0,
1739,Animal fat,"Animal fat, native, bowhead, oil",Fats and Oils,901,0.0,0.0,100.0,0,
1740,Animal fat,"Animal fat, native, moose, fat, dried",Fats and Oils,892,0.0,0.7,99.0,0,
1741,Animal fat,"Animal fat, native, seal oil",Fats and Oils,884,0.0,0.0,100.0,0,
1742,Animal fat,"Animal fat, native, walrus, oil",Fats and Oils,901,0.0,0.0,100.0,0,
1743,Animal fat,"Animal fat, turkey",Fats and Oils,901,0.0,0.0,99.8,0,
1744,Butter replacement,"Butter replacement, without fat, powder",Fats and Oils,373,89.0,2.0,1.0,1,70.0
1745,Fish oil,"Fish oil, cod liver",Fats and Oils,902,0.0,0.0,100.0,0,
1746,Fish oil,"Fish oil, herring",Fats and Oils,902,0.0,0.0,100.0,0,
1747,Fish oil,"Fish oil, menhaden",Fats and Oils,902,0.0,0.0,100.0,0,
1748,Fish oil,"Fish oil, menhaden, fully hydrogenated",Fats and Oils,902,0.0,0.0,100.0,0,
1749,Fish oil,"Fish oil, salmon",Fats and Oils,902,0.0,0.0,100.0,0,
1750,Fish oil,"Fish oil, sardine",Fats and Oils,902,0.0,0.0,100.0,0,
1751,Margarine,"Margarine, stick, canola and/or soybean oil",Fats and Oils,719,1.39,0.16,80.65,0,
1752,Margarine,"Margarine, stick, palm and soybean oils",Fats and Oils,703,0.0,0.16,79.48,0,
1753,Margarine,"Margarine, tub, hydrogenated, canola oil",Fats and Oils,702,3.73,0.22,77.63,0,
1754,Margarine,"Margarine, tub, hydrogenated, soybean oil",Fats and Oils,697,3.8,0.16,77.16,0,
1755,Margarine,"Margarine, tub, non-hydrogenated, canola and fish oil",Fats and Oils,705,0.56,0.22,79.44,0,
1756,Margarine,"Margarine, tub, non-hydrogenated, canola and olive oil",Fats and Oils,714,0.7,0.22,80.32,0,
1757,Margarine,"Margarine, tub, non-hydrogenated, canola oil (includes some sunflower oil)",Fats and Oils,716,0.64,0.22,80.65,0,
1758,Margarine,"Margarine, tub, non-hydrogenated, canola oil (includes some sunflower oil) unsalted",Fats and Oils,711,1.19,0.22,79.85,0,
1759,Margarine,"Margarine, tub, non-hydrogenated, canola oil (includes some sunflower oil), Calorie-reduced",Fats and Oils,351,0.53,0.02,39.44,0,
1760,Margarine,"Margarine, tub, non-hydrogenated, canola oil (includes some sunflower oil), lactose free, vegan",Fats and Oils,707,0.77,0.22,79.54,0,
1761,Margarine,"Margarine, tub, non-hydrogenated, canola oil, with plant sterols",Fats and Oils,714,2.01,0.22,79.73,0,
1762,Margarine,"Margarine, tub, non-hydrogenated, canola oil, with plant sterols, Calorie-reduced",Fats and Oils,363,3.98,0.02,39.29,0,
1763,Margarine,"Margarine, tub, non-hydrogenated, mixed vegetable oil, Calorie-reduced",Fats and Oils,348,0.0,0.02,39.37,0,
1764,Margarine,"Margarine, tub, non-hydrogenated, soybean oil",Fats and Oils,710,1.29,0.16,79.67,0,
1765,Margarine-like spread (including garlic flavoured),"Margarine-like spread (including garlic flavoured), tub, non-hydrogenated, mixed vegetable oils, 68% fat",Fats and Oils,614,0.0,0.22,69.33,0,
1766,Margarine-like spread,"Margarine-like spread, tub, hydrogenated, canola and soybean oil, 50% fat",Fats and Oils,435,0.0,0.02,49.14,0,
1767,Meat drippings (lard,"Meat drippings (lard, beef tallow, mutton tallow)",Fats and Oils,890,0.0,0.0,98.59,0,
1768,Oil,"Oil, cooking spray",Fats and Oils,792,20.69,0.26,78.69,0,
1769,Salad dressing,"Salad dressing, bacon and tomato",Fats and Oils,326,2.0,1.8,35.0,0,70.0
1770,Salad dressing,"Salad dressing, blue or roquefort cheese dressing, calorie-reduced",Fats and Oils,86,13.2,2.1,2.7,1,70.0
1771,Salad dressing,"Salad dressing, blue or roquefort cheese dressing, fat free",Fats and Oils,115,25.6,1.52,1.01,1,70.0
1772,Salad dressing,"Salad dressing, blue or roquefort cheese, commercial, regular",Fats and Oils,484,4.77,1.37,51.1,0,70.0
1773,Salad dressing,"Salad dressing, blue or roquefort cheese, low calorie",Fats and Oils,99,2.9,5.1,7.2,0,70.0
1774,Salad dressing,"Salad dressing, buttermilk as main ingredient",Fats and Oils,364,7.6,3.2,36.9,0,70.0
1775,Salad dressing,"Salad dressing, buttermilk, light",Fats and Oils,202,21.33,1.25,12.42,1,70.0
1776,Salad dressing,"Salad dressing, caesar dressing, regular",Fats and Oils,542,3.3,2.17,57.85,0,70.0
1777,Salad dressing,"Salad dressing, caesar, fat free",Fats and Oils,131,30.73,1.47,0.23,1,70.0
1778,Salad dressing,"Salad dressing, caesar, low Calorie",Fats and Oils,110,18.6,0.3,4.4,1,70.0
1779,Salad dressing,"Salad dressing, coleslaw",Fats and Oils,390,23.8,0.9,33.4,0,70.0
1780,Salad dressing,"Salad dressing, coleslaw dressing, reduced fat",Fats and Oils,329,40.0,0.0,20.0,1,70.0
1781,Salad dressing,"Salad dressing, creamy, made with sour cream and/or buttermilk and oil, calorie-reduced",Fats and Oils,160,7.0,1.5,14.0,0,70.0
1782,Salad dressing,"Salad dressing, creamy, made with sour cream and/or buttermilk and oil, calorie-reduced, cholesterol-free",Fats and Oils,140,16.0,1.0,8.0,1,70.0
1783,Salad dressing,"Salad dressing, creamy, made with sour cream and/or buttermilk and oil, calorie-reduced, fat free",Fats and Oils,107,20.0,1.4,2.7,1,70.0
1784,Salad dressing,"Salad dressing, french, calorie-reduced",Fats and Oils,200,27.0,0.4,13.0,1,70.0
1785,Salad dressing,"Salad dressing, french, commercial, low calorie",Fats and Oils,222,31.22,0.58,11.52,1,70.0
1786,Salad dressing,"Salad dressing, french, commercial, regular",Fats and Oils,457,15.58,0.77,44.81,0,70.0
1787,Salad dressing,"Salad dressing, french, fat free",Fats and Oils,132,32.14,0.2,0.27,1,70.0
1788,Salad dressing,"Salad dressing, french, homemade, unspecified oil",Fats and Oils,631,3.4,0.1,70.2,0,70.0
1789,Salad dressing,"Salad dressing, green goddess, regular",Fats and Oils,427,7.36,1.9,43.33,0,70.0
1790,Salad dressing,"Salad dressing, honey mustard, calorie-reduced",Fats and Oils,207,28.26,0.98,10.0,1,70.0
1791,Salad dressing,"Salad dressing, honey mustard, fat free",Fats and Oils,169,38.43,1.07,1.47,1,70.0
1792,Salad dressing,"Salad dressing, honey mustard, regular",Fats and Oils,464,23.33,0.87,40.83,0,70.0
1793,Salad dressing,"Salad dressing, italian, calorie-reduced",Fats and Oils,200,6.7,0.3,20.0,0,70.0
1794,Salad dressing,"Salad dressing, italian, commercial, low Calorie",Fats and Oils,102,9.99,0.39,6.68,1,70.0
1795,Salad dressing,"Salad dressing, italian, commercial, regular",Fats and Oils,240,12.12,0.41,21.12,0,70.0
1796,Salad dressing,"Salad dressing, italian, fat free",Fats and Oils,47,8.75,0.97,0.87,1,70.0
1797,Salad dressing,"Salad dressing, mayonnaise and mayonnaise type, fat free",Fats and Oils,84,15.5,0.2,2.7,1,70.0
1798,Salad dressing,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",Fats and Oils,263,23.9,0.9,19.0,1,70.0
1799,Salad dressing,"Salad dressing, mayonnaise type, commercial, regular",Fats and Oils,250,14.78,0.65,21.6,0,70.0
1800,Salad dressing,"Salad dressing, mayonnaise type, low sodium, reduced fat",Fats and Oils,231,16.0,0.3,19.2,0,70.0
1801,Salad dressing,"Salad dressing, mayonnaise, commercial, regular",Fats and Oils,680,0.57,0.96,74.85,0,70.0
1802,Salad dressing,"Salad dressing, mayonnaise, imitation, soybean",Fats and Oils,232,16.0,0.3,19.2,0,70.0
1803,Salad dressing,"Salad dressing, mayonnaise, made with tofu",Fats and Oils,322,3.06,5.95,31.79,0,70.0
1804,Salad dressing,"Salad dressing, mayonnaise, no cholesterol",Fats and Oils,688,0.3,0.0,77.8,0,70.0
1805,Salad dressing,"Salad dressing, mayonnaise, reduced fat",Fats and Oils,238,9.23,0.37,22.22,0,70.0
1806,Salad dressing,"Salad dressing, mayonnaise, reduced fat , cholesterol-free",Fats and Oils,333,6.7,0.9,33.3,0,70.0
1807,Salad dressing,"Salad dressing, mayonnaise, with olive oil, reduced fat",Fats and Oils,361,0.0,0.37,40.0,0,70.0
1808,Salad dressing,"Salad dressing, oil and vinegar, homemade",Fats and Oils,449,2.5,0.0,50.1,0,70.0
1809,Salad dressing,"Salad dressing, peppercorn dressing, commercial, regular",Fats and Oils,564,3.5,1.2,61.4,0,70.0
1810,Salad dressing,"Salad dressing, poppyseed, creamy",Fats and Oils,399,23.73,0.92,33.33,0,70.0
1811,Salad dressing,"Salad dressing, ranch dressing, commercial, regular",Fats and Oils,421,5.74,1.32,44.54,0,70.0
1812,Salad dressing,"Salad dressing, ranch dressing, fat free",Fats and Oils,119,26.51,0.25,1.92,1,70.0
1813,Salad dressing,"Salad dressing, ranch dressing, reduced fat",Fats and Oils,196,21.33,1.25,12.42,1,70.0
1814,Salad dressing,"Salad dressing, russian, commercial, low calorie",Fats and Oils,142,27.6,0.5,4.0,1,70.0
1815,Salad dressing,"Salad dressing, russian, commercial, regular",Fats and Oils,355,31.9,0.69,26.18,1,70.0
1816,Salad dressing,"Salad dressing, sesame seed, regular",Fats and Oils,443,8.6,3.1,45.2,0,70.0
1817,Salad dressing,"Salad dressing, sweet and sour",Fats and Oils,15,3.7,0.1,0.0,1,70.0
1818,Salad dressing,"Salad dressing, thousand island dressing, fat free",Fats and Oils,132,29.27,0.55,1.45,1,70.0
1819,Salad dressing,"Salad dressing, thousand island, commercial, low calorie",Fats and Oils,195,24.06,0.83,11.32,1,70.0
1820,Salad dressing,"Salad dressing, thousand island, commercial, regular",Fats and Oils,379,14.64,1.09,35.06,0,70.0
1821,Sandwich spread,"Sandwich spread, with chopped pickle, regular, unspecified oil",Fats and Oils,389,22.4,0.9,34.0,0,
1822,Shortening,"Shortening, household, composite",Fats and Oils,884,0.0,0.0,99.97,0,
1823,Shortening,"Shortening, household, soybean (hydrogenated) and palm",Fats and Oils,885,0.0,0.0,100.0,0,
1824,Shortening,"Shortening, household, unspecified vegetable and animal oils",Fats and Oils,884,0.0,0.0,100.0,0,
1825,Shortening,"Shortening, household, unspecified vegetable oil",Fats and Oils,884,0.0,0.0,100.0,0,
1826,Shortening,"Shortening, industrial, all purpose, canola and palm",Fats and Oils,884,0.0,0.0,100.0,0,
1827,Shortening,"Shortening, industrial, all purpose, soy and palm",Fats and Oils,884,0.0,0.0,100.0,0,
1828,Shortening,"Shortening, industrial, for baking (cake), canola",Fats and Oils,884,0.0,0.0,100.0,0,
1829,Shortening,"Shortening, industrial, for baking (cake), soybean",Fats and Oils,884,0.0,0.0,100.0,0,
1830,Shortening,"Shortening, industrial, for baking (pastry), canola",Fats and Oils,884,0.0,0.0,100.0,0,
1831,Shortening,"Shortening, industrial, for baking (pastry), soybean",Fats and Oils,884,0.0,0.0,100.0,0,
1832,Shortening,"Shortening, industrial, for frying (liquid), canola",Fats and Oils,884,0.0,0.0,100.0,0,
1833,Shortening,"Shortening, industrial, for frying (liquid), soybean",Fats and Oils,884,0.0,0.0,100.0,0,
1834,Shortening,"Shortening, industrial, for frying (solid), canola",Fats and Oils,884,0.0,0.0,100.0,0,
1835,Shortening,"Shortening, industrial, for frying (solid), soybean",Fats and Oils,884,0.0,0.0,100.0,0,
1836,Shortening,"Shortening, multipurpose, hydrogenated soybean and palm",Fats and Oils,885,0.0,0.0,100.0,0,
1837,Shortening,"Shortening, special purpose, baking",Fats and Oils,885,0.0,0.0,100.0,0,
1838,Shortening,"Shortening, special purpose, cake and icing (frosting)",Fats and Oils,885,0.0,0.0,100.0,0,
1839,Spread,"Spread, 20% butter / 80% canola oil",Fats and Oils,851,0.012,0.17,96.22,0,
1840,Vegetable oil,"Vegetable oil,  canola and soybean",Fats and Oils,884,0.0,0.0,100.0,0,
1841,Vegetable oil,"Vegetable oil, almond",Fats and Oils,885,0.0,0.0,100.0,0,
1842,Vegetable oil,"Vegetable oil, apricot kernel",Fats and Oils,885,0.0,0.0,100.0,0,
1843,Vegetable oil,"Vegetable oil, avocado",Fats and Oils,885,0.0,0.0,100.0,0,
1844,Vegetable oil,"Vegetable oil, babassu",Fats and Oils,885,0.0,0.0,100.0,0,
1845,Vegetable oil,"Vegetable oil, canola",Fats and Oils,885,0.0,0.0,100.0,0,
1846,Vegetable oil,"Vegetable oil, cocoa butter",Fats and Oils,885,0.0,0.0,100.0,0,
1847,Vegetable oil,"Vegetable oil, coconut",Fats and Oils,863,0.0,0.0,100.0,0,
1848,Vegetable oil,"Vegetable oil, corn",Fats and Oils,900,0.0,0.0,100.0,0,
1849,Vegetable oil,"Vegetable oil, corn and canola",Fats and Oils,885,0.0,0.0,100.0,0,
