,Alimento,Descricao,Grupo,Calorias,Carboidratos,Proteinas,Gorduras,FonteDeCarboidratos,IG
2442,Pear,"Pear, canned halves, light syrup pack, solids and liquid",Fruits and fruit juices,57,15.17,0.19,0.03,1,38.0
2443,Pear,"Pear, canned halves, water pack, solids and liquid",Fruits and fruit juices,29,7.81,0.19,0.03,1,38.0
2444,Pear,"Pear, canned, halves, extra light syrup pack, solids and liquid",Fruits and fruit juices,47,12.2,0.3,0.1,1,38.0
2445,Pear,"Pear, canned, heavy syrup, drained",Fruits and fruit juices,74,19.08,0.24,0.18,1,38.0
2446,Pear,"Pear, dried halves, sulphured, cooked, added sugar",Fruits and fruit juices,140,37.14,0.86,0.29,1,38.0
2447,Pear,"Pear, dried halves, sulphured, cooked, no added sugar",Fruits and fruit juices,127,33.81,0.91,0.31,1,38.0
2448,Pear,"Pear, dried halves, sulphured, uncooked",Fruits and fruit juices,262,69.7,1.87,0.63,1,38.0
2449,Pear,"Pear, green anjou, raw",Fruits and fruit juices,66,15.79,0.44,0.1,1,38.0
2450,Pear,"Pear, raw, with skin",Fruits and fruit juices,57,15.23,0.36,0.14,1,38.0
2451,Pear,"Pear, red anjou, raw",Fruits and fruit juices,62,14.94,0.33,0.14,1,38.0
2452,Persimmon,"Persimmon, japanese, dried",Fruits and fruit juices,274,73.43,1.38,0.59,1,45.0
2453,Persimmon,"Persimmon, japanese, raw",Fruits and fruit juices,70,18.59,0.58,0.19,1,45.0
2454,Persimmon,"Persimmon, native, raw",Fruits and fruit juices,127,33.5,0.8,0.4,1,45.0
2455,Pineapple juice,"Pineapple juice, canned, added vitamin C",Fruits and fruit juices,53,12.87,0.36,0.12,1,46.0
2456,Pineapple juice,"Pineapple juice, frozen concentrate, diluted",Fruits and fruit juices,51,12.67,0.4,0.03,1,46.0
2457,Pineapple juice,"Pineapple juice, frozen concentrate, unsweetened, undiluted",Fruits and fruit juices,179,44.3,1.3,0.1,1,46.0
2458,Pineapple,"Pineapple, canned heavy syrup pack, solids and liquid",Fruits and fruit juices,78,20.2,0.35,0.11,1,59.0
2459,Pineapple,"Pineapple, canned, extra heavy syrup pack, solids and liquid",Fruits and fruit juices,83,21.5,0.34,0.11,1,59.0
2460,Pineapple,"Pineapple, canned, juice pack, drained",Fruits and fruit juices,60,15.56,0.51,0.11,1,59.0
2461,Pineapple,"Pineapple, canned, juice pack, solids and liquid",Fruits and fruit juices,60,15.7,0.42,0.08,1,59.0
2462,Pineapple,"Pineapple, canned, light syrup pack, solids and liquid",Fruits and fruit juices,52,13.45,0.36,0.12,1,59.0
2463,Pineapple,"Pineapple, canned, water pack, solids and liquid",Fruits and fruit juices,32,8.3,0.43,0.09,1,59.0
2464,Pineapple,"Pineapple, frozen chunks, sweetened",Fruits and fruit juices,86,22.2,0.4,0.1,1,59.0
2465,Pineapple,"Pineapple, raw",Fruits and fruit juices,50,13.12,0.54,0.12,1,59.0
2466,Pineapple,"Pineapple, raw, extra sweet variety",Fruits and fruit juices,51,13.5,0.53,0.11,1,59.0
2467,Pineapple,"Pineapple, raw, traditional varieties",Fruits and fruit juices,45,11.82,0.55,0.13,1,59.0
2469,Plantain,"Plantain, cooked",Fruits and fruit juices,116,31.15,0.79,0.18,1,40.0
2470,Plantain,"Plantain, green, fried",Fruits and fruit juices,309,49.17,1.5,11.81,1,40.0
2471,Plantain,"Plantain, raw",Fruits and fruit juices,122,31.89,1.3,0.37,1,40.0
2472,Plum,"Plum, canned, heavy syrup, drained",Fruits and fruit juices,89,23.12,0.44,0.14,1,63.0
2473,Plum,"Plum, canned, purple, extra heavy syrup pack, solids and liquid",Fruits and fruit juices,101,26.31,0.36,0.1,1,63.0
2474,Plum,"Plum, canned, purple, heavy syrup pack, solids and liquid",Fruits and fruit juices,89,23.24,0.36,0.1,1,63.0
2475,Plum,"Plum, canned, purple, juice pack, solids and liquid",Fruits and fruit juices,58,15.15,0.51,0.02,1,63.0
2476,Plum,"Plum, canned, purple, light syrup pack, solids and liquid",Fruits and fruit juices,63,16.28,0.37,0.1,1,63.0
2477,Plum,"Plum, canned, purple, water pack, solids and liquid",Fruits and fruit juices,41,11.03,0.39,0.01,1,63.0
2478,Plum,"Plum, raw",Fruits and fruit juices,46,11.42,0.7,0.28,1,63.0
2479,Pomegranate juice,"Pomegranate juice, ready-to-drink",Fruits and fruit juices,55,13.13,0.15,0.29,1,63.0
2480,Pomegranate,"Pomegranate, raw",Fruits and fruit juices,83,18.7,1.67,1.17,1,63.0
2481,Prickly pear,"Prickly pear, raw",Fruits and fruit juices,41,9.57,0.73,0.51,1,45.0
2482,Prune juice,"Prune juice, canned",Fruits and fruit juices,71,17.45,0.61,0.03,1,40.0
2483,Prune puree,Prune puree,Fruits and fruit juices,257,65.1,2.1,0.2,1,45.0
2484,Prune,"Prune, canned, heavy syrup pack, solids and liquid",Fruits and fruit juices,105,27.8,0.87,0.2,1,39.0
2485,Prune,"Prune, dehydrated (low moisture), cooked",Fruits and fruit juices,113,29.7,1.23,0.24,1,39.0
2486,Prune,"Prune, dehydrated (low moisture), uncooked",Fruits and fruit juices,339,89.07,3.7,0.73,1,39.0
2487,Prune,"Prune, dried, cooked, added sugar",Fruits and fruit juices,124,32.88,1.09,0.22,1,39.0
2488,Prune,"Prune, dried, cooked, no added sugar",Fruits and fruit juices,107,28.08,0.96,0.16,1,39.0
2489,Prune,"Prune, dried, uncooked",Fruits and fruit juices,241,63.88,2.18,0.38,1,39.0
2490,Pummelo,"Pummelo, raw",Fruits and fruit juices,38,9.62,0.76,0.04,1,70.0
2491,Quince,"Quince, raw",Fruits and fruit juices,57,15.3,0.4,0.1,1,32.0
2492,Raisin,"Raisin, golden seedless",Fruits and fruit juices,302,79.52,3.39,0.46,1,64.0
2493,Raisin,"Raisin, seeded",Fruits and fruit juices,296,78.47,2.52,0.54,1,64.0
2494,Raisin,"Raisin, seedless (sultana)",Fruits and fruit juices,299,79.18,3.07,0.46,1,64.0
2496,Raspberry,"Raspberry, canned, heavy syrup pack, solids and liquid",Fruits and fruit juices,91,23.36,0.83,0.12,1,45.0
2497,Raspberry,"Raspberry, frozen, sweetened",Fruits and fruit juices,103,26.16,0.7,0.16,1,45.0
2498,Raspberry,"Raspberry, frozen, unsweetened",Fruits and fruit juices,52,11.94,1.2,0.65,1,45.0
2499,Raspberry,"Raspberry, raw",Fruits and fruit juices,53,11.94,1.2,0.65,1,45.0
2500,Raspberry,"Raspberry, wild, raw",Fruits and fruit juices,62,13.85,1.12,0.28,1,45.0
2501,Rhubarb,"Rhubarb, frozen, cooked, added sugar",Fruits and fruit juices,116,31.2,0.39,0.05,1,45.0
2502,Rhubarb,"Rhubarb, frozen, uncooked",Fruits and fruit juices,21,5.1,0.55,0.11,1,45.0
2503,Rhubarb,"Rhubarb, raw",Fruits and fruit juices,21,4.54,0.9,0.2,1,45.0
2504,Rose hips,"Rose hips, wild, native",Fruits and fruit juices,162,38.22,1.6,0.34,1,70.0
2505,Rose-apple,"Rose-apple, raw",Fruits and fruit juices,25,5.7,0.6,0.3,1,38.0
2510,Sapote,"Sapote, mamey, raw",Fruits and fruit juices,124,32.1,1.45,0.46,1,46.0
2511,Sauce,"Sauce, cranberry, canned, sweetened",Fruits and fruit juices,151,38.9,0.2,0.15,1,70.0
2513,Strawberry,"Strawberry, canned, heavy syrup pack, solids and liquid",Fruits and fruit juices,92,23.53,0.56,0.26,1,40.0
2514,Strawberry,"Strawberry, frozen, sweetened, sliced",Fruits and fruit juices,96,25.92,0.53,0.13,1,40.0
2515,Strawberry,"Strawberry, frozen, sweetened, whole",Fruits and fruit juices,78,21.0,0.52,0.14,1,40.0
2516,Strawberry,"Strawberry, frozen, unsweetened",Fruits and fruit juices,35,9.13,0.43,0.11,1,40.0
2517,Strawberry,"Strawberry, raw",Fruits and fruit juices,33,7.68,0.67,0.3,1,40.0
2518,Sugar-apple,"Sugar-apple, raw",Fruits and fruit juices,94,23.64,2.06,0.29,1,68.0
2519,Tamarind,"Tamarind, raw",Fruits and fruit juices,239,62.5,2.8,0.6,1,70.0
2520,Tangerine (mandarin) juice,"Tangerine (mandarin) juice, canned, sugar added",Fruits and fruit juices,50,12.0,0.5,0.2,1,63.0
2521,Tangerine (mandarin) juice,"Tangerine (mandarin) juice, raw",Fruits and fruit juices,43,10.1,0.5,0.2,1,63.0
2522,Tangerine (mandarin),"Tangerine (mandarin), canned, juice pack, solids and liquid",Fruits and fruit juices,37,9.57,0.62,0.03,1,42.0
2523,Tangerine (mandarin),"Tangerine (mandarin), canned, light syrup pack, solids and liquid",Fruits and fruit juices,61,16.19,0.45,0.1,1,42.0
2524,Tangerine (mandarin),"Tangerine (mandarin), raw",Fruits and fruit juices,53,13.34,0.81,0.31,1,42.0
2525,Tangerine,"Tangerine, (mandarin), canned, juice pack, drained",Fruits and fruit juices,38,9.41,0.75,0.04,1,42.0
2526,Watermelon,"Watermelon, raw",Fruits and fruit juices,30,7.55,0.61,0.15,1,72.0
2527,Game meat,"Game meat, antelope, raw","Lamb, Veal and Game",114,0.0,22.38,2.03,0,45.0
2528,Game meat,"Game meat, antelope, roasted","Lamb, Veal and Game",150,0.0,29.45,2.67,0,45.0
2529,Game meat,"Game meat, beefalo, composite cuts, raw","Lamb, Veal and Game",143,0.0,23.3,4.8,0,45.0
2530,Game meat,"Game meat, beefalo, composite cuts, roasted","Lamb, Veal and Game",188,0.0,30.66,6.32,0,45.0
2531,Game meat,"Game meat, bison, chuck, shoulder clod roast, lean, raw","Lamb, Veal and Game",119,0.0,21.12,3.15,0,45.0
2532,Game meat,"Game meat, bison, chuck, shoulder clod, roast, lean, braised","Lamb, Veal and Game",193,0.0,33.78,5.43,0,45.0
2533,Game meat,"Game meat, bison, ground, cooked, pan-broiled","Lamb, Veal and Game",238,0.0,23.77,15.13,0,45.0
2534,Game meat,"Game meat, bison, ground, raw","Lamb, Veal and Game",224,0.0,18.67,15.93,0,45.0
2535,Game meat,"Game meat, bison, raw","Lamb, Veal and Game",109,0.0,21.62,1.84,0,45.0
2536,Game meat,"Game meat, bison, rib eye, lean, steak, cooked, broiled","Lamb, Veal and Game",177,0.0,29.45,5.67,0,45.0
2537,Game meat,"Game meat, bison, rib eye, separable lean only, raw","Lamb, Veal and Game",116,0.0,22.1,2.4,0,45.0
2538,Game meat,"Game meat, bison, roasted","Lamb, Veal and Game",143,0.0,28.44,2.42,0,45.0
2539,Game meat,"Game meat, bison, shoulder, separable lean only, raw","Lamb, Veal and Game",109,0.0,21.1,2.1,0,45.0
2540,Game meat,"Game meat, bison, top round, lean, steak, cooked, broiled","Lamb, Veal and Game",174,0.0,30.18,4.96,0,45.0
2541,Game meat,"Game meat, bison, top round, lean, steak, raw","Lamb, Veal and Game",121,0.0,23.32,2.43,0,45.0
2542,Game meat,"Game meat, bison, top sirloin, separable lean only, raw","Lamb, Veal and Game",113,0.0,21.4,2.4,0,45.0
2543,Game meat,"Game meat, bison, top sirloin, separable lean only, steak, cooked, broiled","Lamb, Veal and Game",171,0.0,28.05,5.65,0,45.0
2544,Game meat,"Game meat, boar, wild, raw","Lamb, Veal and Game",122,0.0,21.51,3.33,0,45.0
2545,Game meat,"Game meat, boar, wild, roasted","Lamb, Veal and Game",160,0.0,28.3,4.38,0,45.0
2546,Game meat,"Game meat, deer (venison), ground, cooked, pan-broiled","Lamb, Veal and Game",187,0.0,26.45,8.22,0,45.0
2547,Game meat,"Game meat, deer (venison), ground, raw","Lamb, Veal and Game",157,0.0,21.78,7.13,0,45.0
2548,Game meat,"Game meat, deer (venison), loin, separable lean only, 1"""" steak, cooked, broiled","Lamb, Veal and Game",150,0.0,30.2,2.38,0,45.0
2549,Game meat,"Game meat, deer (venison), raw","Lamb, Veal and Game",120,0.0,22.96,2.42,0,45.0
2550,Game meat,"Game meat, deer (venison), roasted","Lamb, Veal and Game",158,0.0,30.21,3.19,0,45.0
2551,Game meat,"Game meat, deer (venison), shoulder clod roast, lean, braised","Lamb, Veal and Game",191,0.0,36.28,3.95,0,45.0
2552,Game meat,"Game meat, deer (venison), tenderloin, roast, lean, broiled","Lamb, Veal and Game",149,0.0,29.9,2.35,0,45.0
2553,Game meat,"Game meat, deer (venison), top round, separable lean only, 1"""" steak, cooked, broiled","Lamb, Veal and Game",152,0.0,31.47,1.92,0,45.0
2554,Game meat,"Game meat, elk, ground, cooked, pan-broiled","Lamb, Veal and Game",193,0.0,26.64,8.74,0,45.0
2555,Game meat,"Game meat, elk, ground, raw","Lamb, Veal and Game",173,0.0,21.76,8.82,0,45.0
2556,Game meat,"Game meat, elk, loin, separable lean only, cooked, broiled","Lamb, Veal and Game",167,0.0,31.0,3.84,0,45.0
2557,Game meat,"Game meat, elk, raw","Lamb, Veal and Game",111,0.0,22.95,1.45,0,45.0
2558,Game meat,"Game meat, elk, roasted","Lamb, Veal and Game",146,0.0,30.19,1.9,0,45.0
2559,Game meat,"Game meat, elk, round, separable lean only, cooked, broiled","Lamb, Veal and Game",156,0.0,30.94,2.64,0,45.0
2560,Game meat,"Game meat, elk, tenderloin, separable lean only, cooked, broiled","Lamb, Veal and Game",162,0.0,30.76,3.41,0,45.0
2561,Game meat,"Game meat, frog legs, breaded and fried","Lamb, Veal and Game",252,18.0,17.4,11.7,1,45.0
2562,Game meat,"Game meat, frog legs, raw","Lamb, Veal and Game",73,0.0,16.4,0.3,0,45.0
2563,Game meat,"Game meat, goat, raw","Lamb, Veal and Game",109,0.0,20.6,2.31,0,45.0
2564,Game meat,"Game meat, goat, roasted","Lamb, Veal and Game",143,0.0,27.1,3.03,0,45.0
2565,Game meat,"Game meat, horse, raw","Lamb, Veal and Game",133,0.0,21.39,4.6,0,45.0
2566,Game meat,"Game meat, horse, roasted","Lamb, Veal and Game",175,0.0,28.14,6.05,0,45.0
2567,Game meat,"Game meat, muskrat, roasted","Lamb, Veal and Game",234,0.0,30.09,11.74,0,45.0
2568,Game meat,"Game meat, native, agutuk, meat-caribou (Alaskan ice cream)","Lamb, Veal and Game",258,0.9,21.7,18.6,0,45.0
2569,Game meat,"Game meat, native, bear, raw","Lamb, Veal and Game",128,0.0,22.0,4.0,0,45.0
2570,Game meat,"Game meat, native, bear, simmered","Lamb, Veal and Game",259,0.0,32.42,13.39,0,45.0
2571,Game meat,"Game meat, native, bear, smoked","Lamb, Veal and Game",228,0.0,32.0,10.0,0,45.0
2572,Game meat,"Game meat, native, bearded seal meat, boiled","Lamb, Veal and Game",172,0.0,34.5,2.75,0,45.0
2573,Game meat,"Game meat, native, bearded seal meat, raw","Lamb, Veal and Game",121,0.0,25.0,1.4,0,45.0
2574,Game meat,"Game meat, native, bearded seal, (oogruk), air-dried","Lamb, Veal and Game",351,0.0,82.6,2.3,0,45.0
2575,Game meat,"Game meat, native, bearded seal, blubber, raw","Lamb, Veal and Game",770,0.0,0.7,85.0,0,45.0
2576,Game meat,"Game meat, native, bearded seal, intestine, boiled","Lamb, Veal and Game",125,0.0,25.0,1.9,0,45.0
2577,Game meat,"Game meat, native, bearded seal, intestine, raw","Lamb, Veal and Game",100,0.0,19.0,2.0,0,45.0
2578,Game meat,"Game meat, native, beaver, feet, roasted","Lamb, Veal and Game",329,0.0,21.0,27.0,0,45.0
2579,Game meat,"Game meat, native, beaver, liver, raw","Lamb, Veal and Game",122,4.8,19.0,2.2,0,45.0
2580,Game meat,"Game meat, native, beaver, meat, dried","Lamb, Veal and Game",287,0.0,53.0,6.8,0,45.0
2581,Game meat,"Game meat, native, beaver, raw","Lamb, Veal and Game",123,0.0,19.0,5.0,0,45.0
2582,Game meat,"Game meat, native, beaver, roasted","Lamb, Veal and Game",212,0.0,34.85,6.96,0,45.0
2583,Game meat,"Game meat, native, beaver, tail, roasted","Lamb, Veal and Game",437,0.0,11.0,43.0,0,45.0
2584,Game meat,"Game meat, native, beluga, blubber, boiled","Lamb, Veal and Game",820,0.0,1.2,90.0,0,45.0
2585,Game meat,"Game meat, native, beluga, blubber, raw","Lamb, Veal and Game",731,0.0,9.5,69.0,0,45.0
2586,Game meat,"Game meat, native, beluga, eyes, raw","Lamb, Veal and Game",291,0.0,19.6,23.3,0,45.0
2587,Game meat,"Game meat, native, beluga, flipper, raw","Lamb, Veal and Game",271,0.0,19.0,21.7,0,45.0
2588,Game meat,"Game meat, native, beluga, liver, raw","Lamb, Veal and Game",117,2.0,18.4,3.9,0,45.0
2589,Game meat,"Game meat, native, beluga, meat, dried","Lamb, Veal and Game",356,0.0,72.0,5.2,0,45.0
2590,Game meat,"Game meat, native, beluga, muktuk, boiled","Lamb, Veal and Game",203,0.0,24.0,10.0,0,45.0
2591,Game meat,"Game meat, native, beluga, muktuk, raw","Lamb, Veal and Game",154,0.0,24.5,5.5,0,45.0
2592,Game meat,"Game meat, native, bowhead, blubber","Lamb, Veal and Game",870,0.0,0.4,96.5,0,45.0
2593,Game meat,"Game meat, native, bowhead, muktuk","Lamb, Veal and Game",466,0.0,12.6,46.1,0,45.0
2594,Game meat,"Game meat, native, caribou (reindeer), bone marrow, cooked","Lamb, Veal and Game",409,0.0,8.9,41.0,0,45.0
2595,Game meat,"Game meat, native, caribou (reindeer), bone marrow, raw","Lamb, Veal and Game",782,0.0,6.9,83.4,0,45.0
2596,Game meat,"Game meat, native, caribou (reindeer), brain, boiled","Lamb, Veal and Game",176,0.0,13.0,13.0,0,45.0
2597,Game meat,"Game meat, native, caribou (reindeer), brain, raw","Lamb, Veal and Game",137,0.0,12.0,9.8,0,45.0
2598,Game meat,"Game meat, native, caribou (reindeer), fat, raw","Lamb, Veal and Game",831,0.0,2.9,91.0,0,45.0
2599,Game meat,"Game meat, native, caribou (reindeer), heart, boiled","Lamb, Veal and Game",145,0.0,28.0,3.5,0,45.0
2600,Game meat,"Game meat, native, caribou (reindeer), heart, raw","Lamb, Veal and Game",109,0.0,19.5,3.0,0,45.0
2601,Game meat,"Game meat, native, caribou (reindeer), liver, baked","Lamb, Veal and Game",146,5.7,24.0,2.5,0,45.0
2602,Game meat,"Game meat, native, caribou (reindeer), liver, raw","Lamb, Veal and Game",125,4.5,20.0,2.7,0,45.0
2603,Game meat,"Game meat, native, caribou (reindeer), lungs, raw","Lamb, Veal and Game",109,0.0,21.0,2.4,0,45.0
2604,Game meat,"Game meat, native, caribou (reindeer), meat, aged","Lamb, Veal and Game",126,0.0,23.0,3.1,0,45.0
2605,Game meat,"Game meat, native, caribou (reindeer), meat, cooked","Lamb, Veal and Game",163,0.0,32.0,3.0,0,45.0
2606,Game meat,"Game meat, native, caribou (reindeer), meat, dried","Lamb, Veal and Game",307,0.0,62.0,4.85,0,45.0
2607,Game meat,"Game meat, native, caribou (reindeer), meat, raw","Lamb, Veal and Game",122,0.0,22.5,2.6,0,45.0
2608,Game meat,"Game meat, native, caribou (reindeer), stomach, contents","Lamb, Veal and Game",91,11.4,7.4,1.7,1,45.0
2609,Game meat,"Game meat, native, caribou (reindeer), stomach, raw","Lamb, Veal and Game",96,3.6,15.0,2.1,0,45.0
2610,Game meat,"Game meat, native, caribou (reindeer), tongue, cooked","Lamb, Veal and Game",326,0.0,20.0,27.0,0,45.0
2611,Game meat,"Game meat, native, caribou (reindeer), tongue, raw","Lamb, Veal and Game",276,0.0,13.5,23.5,0,45.0
2612,Game meat,"Game meat, native, deer (venison), sitka, raw","Lamb, Veal and Game",116,0.0,21.5,2.66,0,45.0
2613,Game meat,"Game meat, native, horned owl, raw","Lamb, Veal and Game",136,0.0,22.7,5.0,0,45.0
2614,Game meat,"Game meat, native, moose, blood, raw","Lamb, Veal and Game",92,0.0,21.0,0.5,0,45.0
2615,Game meat,"Game meat, native, moose, bone marrow, cooked","Lamb, Veal and Game",825,0.0,0.9,91.0,0,45.0
2616,Game meat,"Game meat, native, moose, bone marrow, raw","Lamb, Veal and Game",441,0.0,9.0,44.0,0,45.0
2617,Game meat,"Game meat, native, moose, dried","Lamb, Veal and Game",375,0.0,79.5,4.7,0,45.0
2618,Game meat,"Game meat, native, moose, fat, cooked","Lamb, Veal and Game",792,0.0,1.8,87.0,0,45.0
2619,Game meat,"Game meat, native, moose, fat, raw","Lamb, Veal and Game",835,0.0,2.0,91.0,0,45.0
2620,Game meat,"Game meat, native, moose, kidney, raw","Lamb, Veal and Game",86,0.0,17.0,1.3,0,45.0
2621,Game meat,"Game meat, native, moose, liver, raw","Lamb, Veal and Game",130,5.4,22.0,2.1,0,45.0
2622,Game meat,"Game meat, native, moose, liver, roasted","Lamb, Veal and Game",170,8.2,26.0,2.8,0,45.0
2623,Game meat,"Game meat, native, moose, lung, raw","Lamb, Veal and Game",93,0.0,18.0,2.0,0,45.0
2624,Game meat,"Game meat, native, moose, lung, roasted","Lamb, Veal and Game",117,0.0,21.0,3.0,0,45.0
2625,Game meat,"Game meat, native, moose, raw","Lamb, Veal and Game",124,0.0,22.0,3.0,0,45.0
2626,Game meat,"Game meat, native, moose, roasted","Lamb, Veal and Game",134,0.0,35.0,1.3,0,45.0
2627,Game meat,"Game meat, native, muskox, fat, raw","Lamb, Veal and Game",583,0.0,1.4,54.0,0,45.0
2628,Game meat,"Game meat, native, muskox, raw","Lamb, Veal and Game",105,0.0,19.0,2.0,0,45.0
2629,Game meat,"Game meat, native, muskrat, raw","Lamb, Veal and Game",146,0.0,25.0,4.0,0,45.0
2630,Game meat,"Game meat, native, narwhal, blubber, aged","Lamb, Veal and Game",801,0.0,4.5,87.0,0,45.0
2631,Game meat,"Game meat, native, narwhal, blubber, boiled","Lamb, Veal and Game",798,0.0,3.1,87.0,0,45.0
2632,Game meat,"Game meat, native, narwhal, blubber, raw","Lamb, Veal and Game",657,0.0,9.15,61.5,0,45.0
2633,Game meat,"Game meat, native, narwhal, flippers, aged","Lamb, Veal and Game",136,0.0,27.0,2.3,0,45.0
2634,Game meat,"Game meat, native, narwhal, meat, dried","Lamb, Veal and Game",425,0.0,77.0,11.0,0,45.0
2635,Game meat,"Game meat, native, narwhal, skin (muktuk), aged","Lamb, Veal and Game",139,5.8,22.0,2.5,0,45.0
2636,Game meat,"Game meat, native, narwhal, skin (muktuk), boiled","Lamb, Veal and Game",125,0.0,23.0,3.2,0,45.0
2637,Game meat,"Game meat, native, narwhal, skin (muktuk), raw","Lamb, Veal and Game",132,0.0,22.5,4.0,0,45.0
2638,Game meat,"Game meat, native, polar bear, fat, boiled","Lamb, Veal and Game",792,0.0,3.4,86.0,0,45.0
2639,Game meat,"Game meat, native, polar bear, fat, raw","Lamb, Veal and Game",756,0.0,3.0,82.0,0,45.0
2640,Game meat,"Game meat, native, polar bear, meat, boiled","Lamb, Veal and Game",204,0.0,39.5,4.45,0,45.0
2641,Game meat,"Game meat, native, polar bear, raw","Lamb, Veal and Game",116,0.0,22.0,2.5,0,45.0
2642,Game meat,"Game meat, native, rabbit, wild, cooked","Lamb, Veal and Game",140,0.0,29.0,2.1,0,45.0
2643,Game meat,"Game meat, native, rabbit, wild, raw","Lamb, Veal and Game",64,0.0,21.5,1.05,0,45.0
2644,Game meat,"Game meat, native, ringed seal, blubber, aged, liquid","Lamb, Veal and Game",895,0.0,0.7,99.0,0,45.0
2645,Game meat,"Game meat, native, ringed seal, blubber, aged, solid","Lamb, Veal and Game",838,0.0,2.5,92.0,0,45.0
2646,Game meat,"Game meat, native, ringed seal, blubber, boiled","Lamb, Veal and Game",817,0.0,3.2,89.0,0,45.0
2647,Game meat,"Game meat, native, ringed seal, blubber, raw","Lamb, Veal and Game",819,0.0,2.25,88.0,0,45.0
2648,Game meat,"Game meat, native, ringed seal, brain, raw","Lamb, Veal and Game",150,0.0,14.0,9.9,0,45.0
2649,Game meat,"Game meat, native, ringed seal, eyes, raw","Lamb, Veal and Game",70,0.5,11.0,2.3,0,45.0
2650,Game meat,"Game meat, native, ringed seal, flippers, mattak, aged","Lamb, Veal and Game",192,0.0,31.7,6.3,0,45.0
2651,Game meat,"Game meat, native, ringed seal, heart, raw","Lamb, Veal and Game",113,0.0,23.0,1.9,0,45.0
2652,Game meat,"Game meat, native, ringed seal, liver, raw","Lamb, Veal and Game",138,0.5,23.0,3.45,0,45.0
2653,Game meat,"Game meat, native, ringed seal, meat, aged","Lamb, Veal and Game",167,0.0,26.0,6.4,0,45.0
2654,Game meat,"Game meat, native, ringed seal, meat, boiled","Lamb, Veal and Game",165,0.0,32.5,3.1,0,45.0
2655,Game meat,"Game meat, native, ringed seal, meat, raw","Lamb, Veal and Game",126,0.0,23.0,1.85,0,45.0
2656,Game meat,"Game meat, native, ringed seal, pup, boiled","Lamb, Veal and Game",212,0.9,28.0,9.8,0,45.0
2657,Game meat,"Game meat, native, ringed seal, pup, raw","Lamb, Veal and Game",115,0.0,21.0,2.8,0,45.0
2658,Game meat,"Game meat, native, sea lion, stellar, fat","Lamb, Veal and Game",850,0.0,0.9,94.0,0,45.0
2659,Game meat,"Game meat, native, sea lion, stellar, heart, raw","Lamb, Veal and Game",102,1.0,17.0,3.3,0,45.0
2660,Game meat,"Game meat, native, sea lion, stellar, kidney, raw","Lamb, Veal and Game",93,1.4,18.1,1.7,0,45.0
2661,Game meat,"Game meat, native, sea lion, stellar, liver, raw","Lamb, Veal and Game",137,0.0,22.9,5.0,0,45.0
2662,Game meat,"Game meat, native, sea lion, stellar, meat with fat, raw","Lamb, Veal and Game",242,5.55,22.1,14.65,0,45.0
2663,Game meat,"Game meat, native, sea lion, stellar, meat, raw","Lamb, Veal and Game",120,0.0,25.85,1.88,0,45.0
2664,Game meat,"Game meat, native, walrus, blubber, aged","Lamb, Veal and Game",603,0.0,5.0,63.0,0,45.0
2665,Game meat,"Game meat, native, walrus, blubber, boiled","Lamb, Veal and Game",689,0.0,7.6,73.0,0,45.0
2666,Game meat,"Game meat, native, walrus, blubber, raw","Lamb, Veal and Game",746,0.0,5.9,80.0,0,45.0
2667,Game meat,"Game meat, native, walrus, dry","Lamb, Veal and Game",252,0.0,57.0,2.6,0,45.0
2668,Game meat,"Game meat, native, walrus, flippers, mattak, aged","Lamb, Veal and Game",174,0.0,31.9,4.23,0,45.0
2669,Game meat,"Game meat, native, walrus, liver, raw","Lamb, Veal and Game",125,3.5,21.0,3.0,0,45.0
2670,Game meat,"Game meat, native, walrus, meat, aged","Lamb, Veal and Game",179,0.0,25.0,8.0,0,45.0
2671,Game meat,"Game meat, native, walrus, meat, boiled","Lamb, Veal and Game",191,0.0,38.0,2.9,0,45.0
2672,Game meat,"Game meat, native, walrus, meat, raw","Lamb, Veal and Game",115,0.0,23.5,1.75,0,45.0
2673,Game meat,"Game meat, native, walrus, skin (muktuk), aged","Lamb, Veal and Game",162,0.5,30.0,3.4,0,45.0
2674,Game meat,"Game meat, native, walrus, skin (muktuk), raw","Lamb, Veal and Game",171,0.0,33.0,3.0,0,45.0
2675,Game meat,"Game meat, opossum, roasted","Lamb, Veal and Game",221,0.0,30.2,10.2,0,45.0
2676,Game meat,"Game meat, rabbit, domestic, composite cuts, roasted","Lamb, Veal and Game",197,0.0,29.06,8.05,0,45.0
2677,Game meat,"Game meat, rabbit, domestic, composite cuts, stewed","Lamb, Veal and Game",206,0.0,30.38,8.41,0,45.0
2678,Game meat,"Game meat, rabbit, domesticated, composite cuts, raw","Lamb, Veal and Game",136,0.0,20.05,5.55,0,45.0
2679,Game meat,"Game meat, raccoon, roasted","Lamb, Veal and Game",255,0.0,29.2,14.5,0,45.0
2680,Game meat,"Game meat, seal, harp, raw","Lamb, Veal and Game",113,0.0,23.8,1.3,0,45.0
2681,Game meat,"Game meat, squirrel, raw","Lamb, Veal and Game",120,0.0,21.23,3.21,0,45.0
2682,Game meat,"Game meat, squirrel, roasted","Lamb, Veal and Game",173,0.0,30.77,4.69,0,45.0
2683,Game meat,"Game meat, water buffalo, raw","Lamb, Veal and Game",99,0.0,20.39,1.37,0,45.0
